iris_id,iris_sepal_length,iris_sepal_width,iris_petal_length,iris_petal_width,iris_variety,sepal_area
55.0,6.5,2.8,4.6,1.5,Versicolor,18.2
56.0,5.7,2.8,4.5,1.3,Versicolor,15.959999999999999
57.0,6.3,3.3,4.7,1.6,Versicolor,20.79
58.0,4.9,2.4,3.3,1.0,Versicolor,11.76
59.0,6.6,2.9,4.6,1.3,Versicolor,19.139999999999997
60.0,5.2,2.7,3.9,1.4,Versicolor,14.040000000000001
61.0,5.0,2.0,3.5,1.0,Versicolor,10.0
62.0,5.9,3.0,4.2,1.5,Versicolor,17.700000000000003
63.0,6.0,2.2,4.0,1.0,Versicolor,13.200000000000001
64.0,6.1,2.9,4.7,1.4,Versicolor,17.689999999999998
65.0,5.6,2.9,3.6,1.3,Versicolor,16.24
66.0,6.7,3.1,4.4,1.4,Versicolor,20.77
67.0,5.6,3.0,4.5,1.5,Versicolor,16.799999999999997
68.0,5.8,2.7,4.1,1.0,Versicolor,15.66
69.0,6.2,2.2,4.5,1.5,Versicolor,13.640000000000002
70.0,5.6,2.5,3.9,1.1,Versicolor,14.0
71.0,5.9,3.2,4.8,1.8,Versicolor,18.880000000000003
72.0,6.1,2.8,4.0,1.3,Versicolor,17.08
73.0,6.3,2.5,4.9,1.5,Versicolor,15.75
74.0,6.1,2.8,4.7,1.2,Versicolor,17.08
75.0,6.4,2.9,4.3,1.3,Versicolor,18.56
76.0,6.6,3.0,4.4,1.4,Versicolor,19.799999999999997
77.0,6.8,2.8,4.8,1.4,Versicolor,19.04
78.0,6.7,3.0,5.0,1.7,Versicolor,20.1
79.0,6.0,2.9,4.5,1.5,Versicolor,17.4
80.0,5.7,2.6,3.5,1.0,Versicolor,14.82
81.0,5.5,2.4,3.8,1.1,Versicolor,13.2
82.0,5.5,2.4,3.7,1.0,Versicolor,13.2
83.0,5.8,2.7,3.9,1.2,Versicolor,15.66
84.0,6.0,2.7,5.1,1.6,Versicolor,16.200000000000003
85.0,5.4,3.0,4.5,1.5,Versicolor,16.200000000000003
86.0,6.0,3.4,4.5,1.6,Versicolor,20.4
87.0,6.7,3.1,4.7,1.5,Versicolor,20.77
88.0,6.3,2.3,4.4,1.3,Versicolor,14.489999999999998
89.0,5.6,3.0,4.1,1.3,Versicolor,16.799999999999997
90.0,5.5,2.5,4.0,1.3,Versicolor,13.75
91.0,5.5,2.6,4.4,1.2,Versicolor,14.3
92.0,6.1,3.0,4.6,1.4,Versicolor,18.299999999999997
93.0,5.8,2.6,4.0,1.2,Versicolor,15.08
94.0,5.0,2.3,3.3,1.0,Versicolor,11.5
95.0,5.6,2.7,4.2,1.3,Versicolor,15.12
96.0,5.7,3.0,4.2,1.2,Versicolor,17.1
97.0,5.7,2.9,4.2,1.3,Versicolor,16.53
98.0,6.2,2.9,4.3,1.3,Versicolor,17.98
99.0,5.1,2.5,3.0,1.1,Versicolor,12.75
100.0,5.7,2.8,4.1,1.3,Versicolor,15.959999999999999
101.0,6.3,3.3,6.0,2.5,Virginica,20.79
102.0,5.8,2.7,5.1,1.9,Virginica,15.66
103.0,7.1,3.0,5.9,2.1,Virginica,21.299999999999997
104.0,6.3,2.9,5.6,1.8,Virginica,18.27
105.0,6.5,3.0,5.8,2.2,Virginica,19.5
106.0,7.6,3.0,6.6,2.1,Virginica,22.799999999999997
107.0,4.9,2.5,4.5,1.7,Virginica,12.25
108.0,7.3,2.9,6.3,1.8,Virginica,21.169999999999998
109.0,6.7,2.5,5.8,1.8,Virginica,16.75
110.0,7.2,3.6,6.1,2.5,Virginica,25.92
111.0,6.5,3.2,5.1,2.0,Virginica,20.8
112.0,6.4,2.7,5.3,1.9,Virginica,17.28
113.0,6.8,3.0,5.5,2.1,Virginica,20.4
114.0,5.7,2.5,5.0,2.0,Virginica,14.25
115.0,5.8,2.8,5.1,2.4,Virginica,16.24
116.0,6.4,3.2,5.3,2.3,Virginica,20.480000000000004
117.0,6.5,3.0,5.5,1.8,Virginica,19.5
118.0,7.7,3.8,6.7,2.2,Virginica,29.259999999999998
119.0,7.7,2.6,6.9,2.3,Virginica,20.02
120.0,6.0,2.2,5.0,1.5,Virginica,13.200000000000001
121.0,6.9,3.2,5.7,2.3,Virginica,22.080000000000002
122.0,5.6,2.8,4.9,2.0,Virginica,15.679999999999998
123.0,7.7,2.8,6.7,2.0,Virginica,21.56
124.0,6.3,2.7,4.9,1.8,Virginica,17.01
125.0,6.7,3.3,5.7,2.1,Virginica,22.11
126.0,7.2,3.2,6.0,1.8,Virginica,23.040000000000003
127.0,6.2,2.8,4.8,1.8,Virginica,17.36
128.0,6.1,3.0,4.9,1.8,Virginica,18.299999999999997
129.0,6.4,2.8,5.6,2.1,Virginica,17.919999999999998
130.0,7.2,3.0,5.8,1.6,Virginica,21.6
131.0,7.4,2.8,6.1,1.9,Virginica,20.72
132.0,7.9,3.8,6.4,2.0,Virginica,30.02
133.0,6.4,2.8,5.6,2.2,Virginica,17.919999999999998
134.0,6.3,2.8,5.1,1.5,Virginica,17.639999999999997
135.0,6.1,2.6,5.6,1.4,Virginica,15.86
136.0,7.7,3.0,6.1,2.3,Virginica,23.1
137.0,6.3,3.4,5.6,2.4,Virginica,21.419999999999998
138.0,6.4,3.1,5.5,1.8,Virginica,19.840000000000003
139.0,6.0,3.0,4.8,1.8,Virginica,18.0
140.0,6.9,3.1,5.4,2.1,Virginica,21.39
141.0,6.7,3.1,5.6,2.4,Virginica,20.77
142.0,6.9,3.1,5.1,2.3,Virginica,21.39
143.0,5.8,2.7,5.1,1.9,Virginica,15.66
144.0,6.8,3.2,5.9,2.3,Virginica,21.76
145.0,6.7,3.3,5.7,2.5,Virginica,22.11
146.0,6.7,3.0,5.2,2.3,Virginica,20.1
147.0,6.3,2.5,5.0,1.9,Virginica,15.75
148.0,6.5,3.0,5.2,2.0,Virginica,19.5
149.0,6.2,3.4,5.4,2.3,Virginica,21.08
150.0,5.9,3.0,5.1,1.8,Virginica,17.700000000000003
1.0,5.1,3.5,1.4,0.2,Setosa,17.849999999999998
2.0,4.9,3.0,1.4,0.2,Setosa,14.700000000000001
3.0,4.7,3.2,1.3,0.2,Setosa,15.040000000000001
4.0,4.6,3.1,1.5,0.2,Setosa,14.26
5.0,5.0,3.6,1.4,0.2,Setosa,18.0
6.0,5.4,3.9,1.7,0.4,Setosa,21.060000000000002
7.0,4.6,3.4,1.4,0.3,Setosa,15.639999999999999
8.0,5.0,3.4,1.5,0.2,Setosa,17.0
9.0,4.4,2.9,1.4,0.2,Setosa,12.76
10.0,4.9,3.1,1.5,0.1,Setosa,15.190000000000001
11.0,5.4,3.7,1.5,0.2,Setosa,19.980000000000004
12.0,4.8,3.4,1.6,0.2,Setosa,16.32
13.0,4.8,3.0,1.4,0.1,Setosa,14.399999999999999
14.0,4.3,3.0,1.1,0.1,Setosa,12.899999999999999
15.0,5.8,4.0,1.2,0.2,Setosa,23.2
16.0,5.7,4.4,1.5,0.4,Setosa,25.080000000000002
17.0,5.4,3.9,1.3,0.4,Setosa,21.060000000000002
18.0,5.1,3.5,1.4,0.3,Setosa,17.849999999999998
19.0,5.7,3.8,1.7,0.3,Setosa,21.66
20.0,5.1,3.8,1.5,0.3,Setosa,19.38
21.0,5.4,3.4,1.7,0.2,Setosa,18.36
22.0,5.1,3.7,1.5,0.4,Setosa,18.87
23.0,4.6,3.6,1.0,0.2,Setosa,16.56
24.0,5.1,3.3,1.7,0.5,Setosa,16.83
25.0,4.8,3.4,1.9,0.2,Setosa,16.32
26.0,5.0,3.0,1.6,0.2,Setosa,15.0
27.0,5.0,3.4,1.6,0.4,Setosa,17.0
28.0,5.2,3.5,1.5,0.2,Setosa,18.2
29.0,5.2,3.4,1.4,0.2,Setosa,17.68
30.0,4.7,3.2,1.6,0.2,Setosa,15.040000000000001
31.0,4.8,3.1,1.6,0.2,Setosa,14.879999999999999
32.0,5.4,3.4,1.5,0.4,Setosa,18.36
33.0,5.2,4.1,1.5,0.1,Setosa,21.32
34.0,5.5,4.2,1.4,0.2,Setosa,23.1
35.0,4.9,3.1,1.5,0.2,Setosa,15.190000000000001
36.0,5.0,3.2,1.2,0.2,Setosa,16.0
37.0,5.5,3.5,1.3,0.2,Setosa,19.25
38.0,4.9,3.6,1.4,0.1,Setosa,17.64
39.0,4.4,3.0,1.3,0.2,Setosa,13.200000000000001
40.0,5.1,3.4,1.5,0.2,Setosa,17.34
41.0,5.0,3.5,1.3,0.3,Setosa,17.5
42.0,4.5,2.3,1.3,0.3,Setosa,10.35
43.0,4.4,3.2,1.3,0.2,Setosa,14.080000000000002
44.0,5.0,3.5,1.6,0.6,Setosa,17.5
45.0,5.1,3.8,1.9,0.4,Setosa,19.38
46.0,4.8,3.0,1.4,0.3,Setosa,14.399999999999999
47.0,5.1,3.8,1.6,0.2,Setosa,19.38
48.0,4.6,3.2,1.4,0.2,Setosa,14.719999999999999
49.0,5.3,3.7,1.5,0.2,Setosa,19.61
50.0,5.0,3.3,1.4,0.2,Setosa,16.5
51.0,7.0,3.2,4.7,1.4,Versicolor,22.400000000000002
52.0,6.4,3.2,4.5,1.5,Versicolor,20.480000000000004
53.0,6.9,3.1,4.9,1.5,Versicolor,21.39
54.0,5.5,2.3,4.0,1.3,Versicolor,12.649999999999999
55.0,6.5,2.8,4.6,1.5,Versicolor,18.2
56.0,5.7,2.8,4.5,1.3,Versicolor,15.959999999999999
57.0,6.3,3.3,4.7,1.6,Versicolor,20.79
58.0,4.9,2.4,3.3,1.0,Versicolor,11.76
59.0,6.6,2.9,4.6,1.3,Versicolor,19.139999999999997
60.0,5.2,2.7,3.9,1.4,Versicolor,14.040000000000001
61.0,5.0,2.0,3.5,1.0,Versicolor,10.0
62.0,5.9,3.0,4.2,1.5,Versicolor,17.700000000000003
63.0,6.0,2.2,4.0,1.0,Versicolor,13.200000000000001
64.0,6.1,2.9,4.7,1.4,Versicolor,17.689999999999998
65.0,5.6,2.9,3.6,1.3,Versicolor,16.24
66.0,6.7,3.1,4.4,1.4,Versicolor,20.77
67.0,5.6,3.0,4.5,1.5,Versicolor,16.799999999999997
68.0,5.8,2.7,4.1,1.0,Versicolor,15.66
69.0,6.2,2.2,4.5,1.5,Versicolor,13.640000000000002
70.0,5.6,2.5,3.9,1.1,Versicolor,14.0
71.0,5.9,3.2,4.8,1.8,Versicolor,18.880000000000003
72.0,6.1,2.8,4.0,1.3,Versicolor,17.08
73.0,6.3,2.5,4.9,1.5,Versicolor,15.75
74.0,6.1,2.8,4.7,1.2,Versicolor,17.08
75.0,6.4,2.9,4.3,1.3,Versicolor,18.56
76.0,6.6,3.0,4.4,1.4,Versicolor,19.799999999999997
77.0,6.8,2.8,4.8,1.4,Versicolor,19.04
78.0,6.7,3.0,5.0,1.7,Versicolor,20.1
79.0,6.0,2.9,4.5,1.5,Versicolor,17.4
80.0,5.7,2.6,3.5,1.0,Versicolor,14.82
81.0,5.5,2.4,3.8,1.1,Versicolor,13.2
82.0,5.5,2.4,3.7,1.0,Versicolor,13.2
83.0,5.8,2.7,3.9,1.2,Versicolor,15.66
84.0,6.0,2.7,5.1,1.6,Versicolor,16.200000000000003
85.0,5.4,3.0,4.5,1.5,Versicolor,16.200000000000003
86.0,6.0,3.4,4.5,1.6,Versicolor,20.4
87.0,6.7,3.1,4.7,1.5,Versicolor,20.77
88.0,6.3,2.3,4.4,1.3,Versicolor,14.489999999999998
89.0,5.6,3.0,4.1,1.3,Versicolor,16.799999999999997
90.0,5.5,2.5,4.0,1.3,Versicolor,13.75
91.0,5.5,2.6,4.4,1.2,Versicolor,14.3
92.0,6.1,3.0,4.6,1.4,Versicolor,18.299999999999997
93.0,5.8,2.6,4.0,1.2,Versicolor,15.08
94.0,5.0,2.3,3.3,1.0,Versicolor,11.5
95.0,5.6,2.7,4.2,1.3,Versicolor,15.12
96.0,5.7,3.0,4.2,1.2,Versicolor,17.1
97.0,5.7,2.9,4.2,1.3,Versicolor,16.53
98.0,6.2,2.9,4.3,1.3,Versicolor,17.98
99.0,5.1,2.5,3.0,1.1,Versicolor,12.75
100.0,5.7,2.8,4.1,1.3,Versicolor,15.959999999999999
101.0,6.3,3.3,6.0,2.5,Virginica,20.79
102.0,5.8,2.7,5.1,1.9,Virginica,15.66
103.0,7.1,3.0,5.9,2.1,Virginica,21.299999999999997
104.0,6.3,2.9,5.6,1.8,Virginica,18.27
105.0,6.5,3.0,5.8,2.2,Virginica,19.5
106.0,7.6,3.0,6.6,2.1,Virginica,22.799999999999997
107.0,4.9,2.5,4.5,1.7,Virginica,12.25
108.0,7.3,2.9,6.3,1.8,Virginica,21.169999999999998
109.0,6.7,2.5,5.8,1.8,Virginica,16.75
110.0,7.2,3.6,6.1,2.5,Virginica,25.92
111.0,6.5,3.2,5.1,2.0,Virginica,20.8
112.0,6.4,2.7,5.3,1.9,Virginica,17.28
113.0,6.8,3.0,5.5,2.1,Virginica,20.4
114.0,5.7,2.5,5.0,2.0,Virginica,14.25
115.0,5.8,2.8,5.1,2.4,Virginica,16.24
116.0,6.4,3.2,5.3,2.3,Virginica,20.480000000000004
117.0,6.5,3.0,5.5,1.8,Virginica,19.5
118.0,7.7,3.8,6.7,2.2,Virginica,29.259999999999998
119.0,7.7,2.6,6.9,2.3,Virginica,20.02
120.0,6.0,2.2,5.0,1.5,Virginica,13.200000000000001
121.0,6.9,3.2,5.7,2.3,Virginica,22.080000000000002
122.0,5.6,2.8,4.9,2.0,Virginica,15.679999999999998
123.0,7.7,2.8,6.7,2.0,Virginica,21.56
124.0,6.3,2.7,4.9,1.8,Virginica,17.01
125.0,6.7,3.3,5.7,2.1,Virginica,22.11
126.0,7.2,3.2,6.0,1.8,Virginica,23.040000000000003
127.0,6.2,2.8,4.8,1.8,Virginica,17.36
128.0,6.1,3.0,4.9,1.8,Virginica,18.299999999999997
129.0,6.4,2.8,5.6,2.1,Virginica,17.919999999999998
130.0,7.2,3.0,5.8,1.6,Virginica,21.6
131.0,7.4,2.8,6.1,1.9,Virginica,20.72
132.0,7.9,3.8,6.4,2.0,Virginica,30.02
133.0,6.4,2.8,5.6,2.2,Virginica,17.919999999999998
134.0,6.3,2.8,5.1,1.5,Virginica,17.639999999999997
135.0,6.1,2.6,5.6,1.4,Virginica,15.86
136.0,7.7,3.0,6.1,2.3,Virginica,23.1
137.0,6.3,3.4,5.6,2.4,Virginica,21.419999999999998
138.0,6.4,3.1,5.5,1.8,Virginica,19.840000000000003
139.0,6.0,3.0,4.8,1.8,Virginica,18.0
140.0,6.9,3.1,5.4,2.1,Virginica,21.39
141.0,6.7,3.1,5.6,2.4,Virginica,20.77
142.0,6.9,3.1,5.1,2.3,Virginica,21.39
143.0,5.8,2.7,5.1,1.9,Virginica,15.66
144.0,6.8,3.2,5.9,2.3,Virginica,21.76
145.0,6.7,3.3,5.7,2.5,Virginica,22.11
146.0,6.7,3.0,5.2,2.3,Virginica,20.1
147.0,6.3,2.5,5.0,1.9,Virginica,15.75
148.0,6.5,3.0,5.2,2.0,Virginica,19.5
149.0,6.2,3.4,5.4,2.3,Virginica,21.08
150.0,5.9,3.0,5.1,1.8,Virginica,17.700000000000003
1.0,5.1,3.5,1.4,0.2,Setosa,17.849999999999998
2.0,4.9,3.0,1.4,0.2,Setosa,14.700000000000001
3.0,4.7,3.2,1.3,0.2,Setosa,15.040000000000001
4.0,4.6,3.1,1.5,0.2,Setosa,14.26
5.0,5.0,3.6,1.4,0.2,Setosa,18.0
6.0,5.4,3.9,1.7,0.4,Setosa,21.060000000000002
7.0,4.6,3.4,1.4,0.3,Setosa,15.639999999999999
8.0,5.0,3.4,1.5,0.2,Setosa,17.0
9.0,4.4,2.9,1.4,0.2,Setosa,12.76
10.0,4.9,3.1,1.5,0.1,Setosa,15.190000000000001
11.0,5.4,3.7,1.5,0.2,Setosa,19.980000000000004
12.0,4.8,3.4,1.6,0.2,Setosa,16.32
13.0,4.8,3.0,1.4,0.1,Setosa,14.399999999999999
14.0,4.3,3.0,1.1,0.1,Setosa,12.899999999999999
15.0,5.8,4.0,1.2,0.2,Setosa,23.2
16.0,5.7,4.4,1.5,0.4,Setosa,25.080000000000002
17.0,5.4,3.9,1.3,0.4,Setosa,21.060000000000002
18.0,5.1,3.5,1.4,0.3,Setosa,17.849999999999998
19.0,5.7,3.8,1.7,0.3,Setosa,21.66
20.0,5.1,3.8,1.5,0.3,Setosa,19.38
21.0,5.4,3.4,1.7,0.2,Setosa,18.36
22.0,5.1,3.7,1.5,0.4,Setosa,18.87
23.0,4.6,3.6,1.0,0.2,Setosa,16.56
24.0,5.1,3.3,1.7,0.5,Setosa,16.83
25.0,4.8,3.4,1.9,0.2,Setosa,16.32
26.0,5.0,3.0,1.6,0.2,Setosa,15.0
27.0,5.0,3.4,1.6,0.4,Setosa,17.0
28.0,5.2,3.5,1.5,0.2,Setosa,18.2
29.0,5.2,3.4,1.4,0.2,Setosa,17.68
30.0,4.7,3.2,1.6,0.2,Setosa,15.040000000000001
31.0,4.8,3.1,1.6,0.2,Setosa,14.879999999999999
32.0,5.4,3.4,1.5,0.4,Setosa,18.36
33.0,5.2,4.1,1.5,0.1,Setosa,21.32
34.0,5.5,4.2,1.4,0.2,Setosa,23.1
35.0,4.9,3.1,1.5,0.2,Setosa,15.190000000000001
36.0,5.0,3.2,1.2,0.2,Setosa,16.0
37.0,5.5,3.5,1.3,0.2,Setosa,19.25
38.0,4.9,3.6,1.4,0.1,Setosa,17.64
39.0,4.4,3.0,1.3,0.2,Setosa,13.200000000000001
40.0,5.1,3.4,1.5,0.2,Setosa,17.34
41.0,5.0,3.5,1.3,0.3,Setosa,17.5
42.0,4.5,2.3,1.3,0.3,Setosa,10.35
43.0,4.4,3.2,1.3,0.2,Setosa,14.080000000000002
44.0,5.0,3.5,1.6,0.6,Setosa,17.5
45.0,5.1,3.8,1.9,0.4,Setosa,19.38
46.0,4.8,3.0,1.4,0.3,Setosa,14.399999999999999
47.0,5.1,3.8,1.6,0.2,Setosa,19.38
48.0,4.6,3.2,1.4,0.2,Setosa,14.719999999999999
49.0,5.3,3.7,1.5,0.2,Setosa,19.61
50.0,5.0,3.3,1.4,0.2,Setosa,16.5
51.0,7.0,3.2,4.7,1.4,Versicolor,22.400000000000002
52.0,6.4,3.2,4.5,1.5,Versicolor,20.480000000000004
53.0,6.9,3.1,4.9,1.5,Versicolor,21.39
54.0,5.5,2.3,4.0,1.3,Versicolor,12.649999999999999
55.0,6.5,2.8,4.6,1.5,Versicolor,18.2
56.0,5.7,2.8,4.5,1.3,Versicolor,15.959999999999999
57.0,6.3,3.3,4.7,1.6,Versicolor,20.79
58.0,4.9,2.4,3.3,1.0,Versicolor,11.76
59.0,6.6,2.9,4.6,1.3,Versicolor,19.139999999999997
60.0,5.2,2.7,3.9,1.4,Versicolor,14.040000000000001
61.0,5.0,2.0,3.5,1.0,Versicolor,10.0
62.0,5.9,3.0,4.2,1.5,Versicolor,17.700000000000003
63.0,6.0,2.2,4.0,1.0,Versicolor,13.200000000000001
64.0,6.1,2.9,4.7,1.4,Versicolor,17.689999999999998
65.0,5.6,2.9,3.6,1.3,Versicolor,16.24
66.0,6.7,3.1,4.4,1.4,Versicolor,20.77
67.0,5.6,3.0,4.5,1.5,Versicolor,16.799999999999997
68.0,5.8,2.7,4.1,1.0,Versicolor,15.66
69.0,6.2,2.2,4.5,1.5,Versicolor,13.640000000000002
70.0,5.6,2.5,3.9,1.1,Versicolor,14.0
71.0,5.9,3.2,4.8,1.8,Versicolor,18.880000000000003
72.0,6.1,2.8,4.0,1.3,Versicolor,17.08
73.0,6.3,2.5,4.9,1.5,Versicolor,15.75
74.0,6.1,2.8,4.7,1.2,Versicolor,17.08
75.0,6.4,2.9,4.3,1.3,Versicolor,18.56
76.0,6.6,3.0,4.4,1.4,Versicolor,19.799999999999997
77.0,6.8,2.8,4.8,1.4,Versicolor,19.04
78.0,6.7,3.0,5.0,1.7,Versicolor,20.1
79.0,6.0,2.9,4.5,1.5,Versicolor,17.4
80.0,5.7,2.6,3.5,1.0,Versicolor,14.82
81.0,5.5,2.4,3.8,1.1,Versicolor,13.2
82.0,5.5,2.4,3.7,1.0,Versicolor,13.2
83.0,5.8,2.7,3.9,1.2,Versicolor,15.66
84.0,6.0,2.7,5.1,1.6,Versicolor,16.200000000000003
85.0,5.4,3.0,4.5,1.5,Versicolor,16.200000000000003
86.0,6.0,3.4,4.5,1.6,Versicolor,20.4
87.0,6.7,3.1,4.7,1.5,Versicolor,20.77
88.0,6.3,2.3,4.4,1.3,Versicolor,14.489999999999998
89.0,5.6,3.0,4.1,1.3,Versicolor,16.799999999999997
90.0,5.5,2.5,4.0,1.3,Versicolor,13.75
91.0,5.5,2.6,4.4,1.2,Versicolor,14.3
92.0,6.1,3.0,4.6,1.4,Versicolor,18.299999999999997
93.0,5.8,2.6,4.0,1.2,Versicolor,15.08
94.0,5.0,2.3,3.3,1.0,Versicolor,11.5
95.0,5.6,2.7,4.2,1.3,Versicolor,15.12
96.0,5.7,3.0,4.2,1.2,Versicolor,17.1
97.0,5.7,2.9,4.2,1.3,Versicolor,16.53
98.0,6.2,2.9,4.3,1.3,Versicolor,17.98
99.0,5.1,2.5,3.0,1.1,Versicolor,12.75
100.0,5.7,2.8,4.1,1.3,Versicolor,15.959999999999999
101.0,6.3,3.3,6.0,2.5,Virginica,20.79
102.0,5.8,2.7,5.1,1.9,Virginica,15.66
103.0,7.1,3.0,5.9,2.1,Virginica,21.299999999999997
104.0,6.3,2.9,5.6,1.8,Virginica,18.27
105.0,6.5,3.0,5.8,2.2,Virginica,19.5
106.0,7.6,3.0,6.6,2.1,Virginica,22.799999999999997
107.0,4.9,2.5,4.5,1.7,Virginica,12.25
108.0,7.3,2.9,6.3,1.8,Virginica,21.169999999999998
109.0,6.7,2.5,5.8,1.8,Virginica,16.75
110.0,7.2,3.6,6.1,2.5,Virginica,25.92
111.0,6.5,3.2,5.1,2.0,Virginica,20.8
112.0,6.4,2.7,5.3,1.9,Virginica,17.28
113.0,6.8,3.0,5.5,2.1,Virginica,20.4
114.0,5.7,2.5,5.0,2.0,Virginica,14.25
115.0,5.8,2.8,5.1,2.4,Virginica,16.24
116.0,6.4,3.2,5.3,2.3,Virginica,20.480000000000004
117.0,6.5,3.0,5.5,1.8,Virginica,19.5
118.0,7.7,3.8,6.7,2.2,Virginica,29.259999999999998
119.0,7.7,2.6,6.9,2.3,Virginica,20.02
120.0,6.0,2.2,5.0,1.5,Virginica,13.200000000000001
121.0,6.9,3.2,5.7,2.3,Virginica,22.080000000000002
122.0,5.6,2.8,4.9,2.0,Virginica,15.679999999999998
123.0,7.7,2.8,6.7,2.0,Virginica,21.56
124.0,6.3,2.7,4.9,1.8,Virginica,17.01
125.0,6.7,3.3,5.7,2.1,Virginica,22.11
126.0,7.2,3.2,6.0,1.8,Virginica,23.040000000000003
127.0,6.2,2.8,4.8,1.8,Virginica,17.36
128.0,6.1,3.0,4.9,1.8,Virginica,18.299999999999997
129.0,6.4,2.8,5.6,2.1,Virginica,17.919999999999998
130.0,7.2,3.0,5.8,1.6,Virginica,21.6
131.0,7.4,2.8,6.1,1.9,Virginica,20.72
132.0,7.9,3.8,6.4,2.0,Virginica,30.02
133.0,6.4,2.8,5.6,2.2,Virginica,17.919999999999998
134.0,6.3,2.8,5.1,1.5,Virginica,17.639999999999997
135.0,6.1,2.6,5.6,1.4,Virginica,15.86
136.0,7.7,3.0,6.1,2.3,Virginica,23.1
137.0,6.3,3.4,5.6,2.4,Virginica,21.419999999999998
138.0,6.4,3.1,5.5,1.8,Virginica,19.840000000000003
139.0,6.0,3.0,4.8,1.8,Virginica,18.0
140.0,6.9,3.1,5.4,2.1,Virginica,21.39
141.0,6.7,3.1,5.6,2.4,Virginica,20.77
142.0,6.9,3.1,5.1,2.3,Virginica,21.39
143.0,5.8,2.7,5.1,1.9,Virginica,15.66
144.0,6.8,3.2,5.9,2.3,Virginica,21.76
145.0,6.7,3.3,5.7,2.5,Virginica,22.11
146.0,6.7,3.0,5.2,2.3,Virginica,20.1
147.0,6.3,2.5,5.0,1.9,Virginica,15.75
148.0,6.5,3.0,5.2,2.0,Virginica,19.5
149.0,6.2,3.4,5.4,2.3,Virginica,21.08
150.0,5.9,3.0,5.1,1.8,Virginica,17.700000000000003
